Bat1,Bat2,Runs,BF,SR,4s,6s,Opposition,Ground,StartDate,Player
4,46,50,186,26.88,5,0,England,Adelaide,27 Jan 1979,hughes
16,7,23,102,22.54,3,0,England,Sydney,10 Feb 1979,hughes
7,22,29,87,33.33,4,0,England,Nottingham,18 Jun 1981,hughes
42,4,46,131,35.11,5,0,England,Lord's,2 Jul 1981,hughes
89,0,89,217,41.01,8,0,England,Leeds,16 Jul 1981,hughes
47,5,52,112,46.42,7,0,England,Birmingham,30 Jul 1981,hughes
4,43,47,75,62.66,9,0,England,Manchester,13 Aug 1981,hughes
31,6,37,91,40.65,2,0,England,The Oval,27 Aug 1981,hughes
62,DNB,62,131,47.32,7,0,England,Perth,12 Nov 1982,hughes
0,39*,39,111,35.13,1,0,England,Brisbane,26 Nov 1982,hughes
88,DNB,88,232,37.93,6,2,England,Adelaide,10 Dec 1982,hughes
66,48,114,288,39.58,13,0,England,Melbourne,26 Dec 1982,hughes
29,137,166,384,43.22,15,3,England,Sydney,2 Jan 1983,hughes
29,0,29,127,22.83,4,0,England,Melbourne,29 Dec 1978,border
60*,45*,105,318,33.01,13,0,England,Sydney,6 Jan 1979,border
11,1,12,37,32.43,1,0,England,Adelaide,27 Jan 1979,border
63,20,83,253,32.8,9,0,England,Nottingham,18 Jun 1981,border
64,12*,76,210,36.19,9,1,England,Lord's,2 Jul 1981,border
8,0,8,28,28.57,1,0,England,Leeds,16 Jul 1981,border
2,40,42,199,21.1,4,0,England,Birmingham,30 Jul 1981,border
11,123*,134,379,35.35,18,0,England,Manchester,13 Aug 1981,border
106*,84,190,382,49.73,21,0,England,The Oval,27 Aug 1981,border
8,32*,40,85,47.05,5,0,England,Perth,12 Nov 1982,border
0,15,15,36,41.66,2,0,England,Brisbane,26 Nov 1982,border
26,DNB,26,95,27.36,1,1,England,Adelaide,10 Dec 1982,border
2,62*,64,175,36.57,7,0,England,Melbourne,26 Dec 1982,border
89,83,172,346,49.71,21,0,England,Sydney,2 Jan 1983,border
32,8,40,132,30.3,5,0,England,Leeds,13 Jun 1985,border
196,41*,237,407,58.23,28,0,England,Lord's,27 Jun 1985,border
23,-,23,17,135.29,2,1,England,Nottingham,11 Jul 1985,border
8,146*,154,351,43.87,14,0,England,Manchester,1 Aug 1985,border
45,2,47,128,36.71,5,0,England,Birmingham,15 Aug 1985,border
38,58,96,159,60.37,11,0,England,The Oval,29 Aug 1985,border
7,23,30,125,24,2,0,England,Brisbane,14 Nov 1986,border
125,16,141,354,39.83,20,0,England,Perth,28 Nov 1986,border
70,100*,170,383,44.38,18,0,England,Adelaide,12 Dec 1986,border
15,34,49,108,45.37,6,0,England,Melbourne,26 Dec 1986,border
34,49,83,207,40.09,11,0,England,Sydney,10 Jan 1987,border
52,15,67,151,44.37,8,0,Australia,Nottingham,18 Jun 1981,gatting
59,16,75,181,41.43,9,1,Australia,Lord's,2 Jul 1981,gatting
15,1,16,39,41.02,2,0,Australia,Leeds,16 Jul 1981,gatting
21,39,60,117,51.28,5,0,Australia,Birmingham,30 Jul 1981,gatting
32,11,43,86,50,5,0,Australia,Manchester,13 Aug 1981,gatting
53,56,109,184,59.23,12,0,Australia,The Oval,27 Aug 1981,gatting
53,12,65,128,50.78,9,0,Australia,Leeds,13 Jun 1985,gatting
14,75*,89,212,41.98,18,0,Australia,Lord's,27 Jun 1985,gatting
74,35*,109,251,43.42,14,0,Australia,Nottingham,11 Jul 1985,gatting
160,-,160,266,60.15,21,0,Australia,Manchester,1 Aug 1985,gatting
100*,-,100,127,78.74,12,0,Australia,Birmingham,15 Aug 1985,gatting
4,-,4,27,14.81,0,0,Australia,The Oval,29 Aug 1985,gatting
61,12,73,133,54.88,14,0,Australia,Brisbane,14 Nov 1986,gatting
14,70,84,189,44.44,10,0,Australia,Perth,28 Nov 1986,gatting
100,0,100,142,70.42,15,0,Australia,Adelaide,12 Dec 1986,gatting
40,-,40,118,33.89,2,0,Australia,Melbourne,26 Dec 1986,gatting
0,96,96,163,58.89,10,1,Australia,Sydney,10 Jan 1987,gatting
107,80*,187,546,34.24,20,0,Australia,Nottingham,28 Jul 1977,boycott
191,-,191,471,40.55,23,0,Australia,Leeds,11 Aug 1977,boycott
39,25*,64,206,31.06,5,0,Australia,The Oval,25 Aug 1977,boycott
13,16,29,149,19.46,1,0,Australia,Brisbane,1 Dec 1978,boycott
77,23,100,440,22.72,1,0,Australia,Perth,15 Dec 1978,boycott
1,38,39,168,23.21,1,0,Australia,Melbourne,29 Dec 1978,boycott
8,0,8,41,19.51,0,0,Australia,Sydney,6 Jan 1979,boycott
6,49,55,233,23.6,2,0,Australia,Adelaide,27 Jan 1979,boycott
19,13,32,132,24.24,1,0,Australia,Sydney,10 Feb 1979,boycott
27,4,31,62,50,2,0,Australia,Nottingham,18 Jun 1981,boycott
17,60,77,273,28.2,5,0,Australia,Lord's,2 Jul 1981,boycott
12,46,58,199,29.14,1,0,Australia,Leeds,16 Jul 1981,boycott
13,29,42,178,23.59,4,0,Australia,Birmingham,30 Jul 1981,boycott
10,37,47,142,33.09,3,0,Australia,Manchester,13 Aug 1981,boycott
137,0,137,325,42.15,7,0,Australia,The Oval,27 Aug 1981,boycott
25,DNB,25,61,40.98,3,0,Australia,Nottingham,28 Jul 1977,botham
0,-,0,3,0,0,0,Australia,Leeds,11 Aug 1977,botham
49,DNB,49,73,67.12,5,0,Australia,Brisbane,1 Dec 1978,botham
11,30,41,67,61.19,5,0,Australia,Perth,15 Dec 1978,botham
22,10,32,142,22.53,3,0,Australia,Melbourne,29 Dec 1978,botham
59,6,65,196,33.16,7,0,Australia,Sydney,6 Jan 1979,botham
74,7,81,126,64.28,7,2,Australia,Adelaide,27 Jan 1979,botham
23,DNB,23,53,43.39,2,0,Australia,Sydney,10 Feb 1979,botham
1,33,34,46,73.91,4,0,Australia,Nottingham,18 Jun 1981,botham
0,0,0,4,0,0,0,Australia,Lord's,2 Jul 1981,botham
50,149*,199,202,98.51,35,1,Australia,Leeds,16 Jul 1981,botham
26,3,29,54,53.7,3,0,Australia,Birmingham,30 Jul 1981,botham
0,118,118,103,114.56,13,6,Australia,Manchester,13 Aug 1981,botham
3,16,19,19,100,2,0,Australia,The Oval,27 Aug 1981,botham
12,0,12,9,133.33,2,0,Australia,Perth,12 Nov 1982,botham
40,15,55,83,66.26,7,1,Australia,Brisbane,26 Nov 1982,botham
35,58,93,206,45.14,13,0,Australia,Adelaide,10 Dec 1982,botham
27,46,73,69,105.79,13,0,Australia,Melbourne,26 Dec 1982,botham
5,32,37,73,50.68,4,0,Australia,Sydney,2 Jan 1983,botham
60,12,72,74,97.29,11,2,Australia,Leeds,13 Jun 1985,botham
5,85,90,125,72,13,1,Australia,Lord's,27 Jun 1985,botham
38,DNB,38,35,108.57,7,0,Australia,Nottingham,11 Jul 1985,botham
20,-,20,25,80,3,0,Australia,Manchester,1 Aug 1985,botham
18,-,18,7,257.14,1,2,Australia,Birmingham,15 Aug 1985,botham
12,-,12,23,52.17,2,0,Australia,The Oval,29 Aug 1985,botham
138,DNB,138,174,79.31,13,4,Australia,Brisbane,14 Nov 1986,botham
0,6,6,28,21.42,0,0,Australia,Perth,28 Nov 1986,botham
29,-,29,54,53.7,4,0,Australia,Melbourne,26 Dec 1986,botham
16,0,16,14,114.28,2,1,Australia,Sydney,10 Jan 1987,botham
44,48*,92,180,51.11,9,0,Australia,Brisbane,1 Dec 1978,gower
102,12,114,268,42.53,9,0,Australia,Perth,15 Dec 1978,gower
29,49,78,176,44.31,7,0,Australia,Melbourne,29 Dec 1978,gower
7,34,41,78,52.56,3,0,Australia,Sydney,6 Jan 1979,gower
9,21,30,67,44.77,4,0,Australia,Adelaide,27 Jan 1979,gower
65,DNB,65,111,58.55,6,0,Australia,Sydney,10 Feb 1979,gower
26,28,54,111,48.64,7,0,Australia,Nottingham,18 Jun 1981,gower
27,89,116,293,39.59,15,1,Australia,Lord's,2 Jul 1981,gower
24,9,33,72,45.83,4,0,Australia,Leeds,16 Jul 1981,gower
0,23,23,69,33.33,2,0,Australia,Birmingham,30 Jul 1981,gower
23,1,24,70,34.28,3,0,Australia,Manchester,13 Aug 1981,gower
72,28,100,150,66.66,10,0,Australia,Perth,12 Nov 1982,gower
18,34,52,147,35.37,7,0,Australia,Brisbane,26 Nov 1982,gower
60,114,174,392,44.38,21,0,Australia,Adelaide,10 Dec 1982,gower
18,3,21,35,60,1,0,Australia,Melbourne,26 Dec 1982,gower
70,24,94,164,57.31,10,0,Australia,Sydney,2 Jan 1983,gower
17,5,22,40,55,3,0,Australia,Leeds,13 Jun 1985,gower
86,22,108,167,64.67,17,0,Australia,Lord's,27 Jun 1985,gower
166,17,183,318,57.54,19,0,Australia,Nottingham,11 Jul 1985,gower
47,-,47,141,33.33,5,0,Australia,Manchester,1 Aug 1985,gower
215,-,215,314,68.47,25,1,Australia,Birmingham,15 Aug 1985,gower
157,-,157,216,72.68,20,0,Australia,The Oval,29 Aug 1985,gower
51,15*,66,119,55.46,8,0,Australia,Brisbane,14 Nov 1986,gower
136,48,184,231,79.65,23,0,Australia,Perth,28 Nov 1986,gower
38,DNB,38,42,90.47,5,0,Australia,Adelaide,12 Dec 1986,gower
7,-,7,17,41.17,1,0,Australia,Melbourne,26 Dec 1986,gower
72,37,109,236,46.18,17,0,Australia,Sydney,10 Jan 1987,gower
